销量(千克),销售单价(元/千克),日期,批发价格(元/千克),单品名称,损耗率(%)
0.261,18.0,2023-06-25,13.23,高瓜(2),9.43
0.25,18.0,2023-06-25,13.23,高瓜(2),9.43
0.25,18.0,2023-06-25,13.23,高瓜(2),9.43
0.3,18.0,2023-06-25,13.23,高瓜(2),9.43
0.289,18.0,2023-06-25,13.23,高瓜(2),9.43
0.239,18.0,2023-06-25,13.23,高瓜(2),9.43
0.239,10.8,2023-06-25,13.23,高瓜(2),9.43
0.261,10.8,2023-06-25,13.23,高瓜(2),9.43
0.289,18.0,2023-06-26,13.35,高瓜(2),9.43
0.223,12.6,2023-06-26,13.35,高瓜(2),9.43
0.273,12.6,2023-06-26,13.35,高瓜(2),9.43
0.245,18.0,2023-06-27,13.39,高瓜(2),9.43
0.273,18.0,2023-06-29,13.67,高瓜(2),9.43
0.228,18.0,2023-06-29,13.67,高瓜(2),9.43
0.278,18.0,2023-06-29,13.67,高瓜(2),9.43
0.273,18.0,2023-06-29,13.67,高瓜(2),9.43
0.267,10.8,2023-06-29,13.67,高瓜(2),9.43
0.284,18.0,2023-06-29,13.67,高瓜(2),9.43
0.239,9.0,2023-06-29,13.67,高瓜(2),9.43
0.278,18.0,2023-06-29,13.67,高瓜(2),9.43
0.245,9.0,2023-06-29,13.67,高瓜(2),9.43
0.284,18.0,2023-06-30,13.69,高瓜(2),9.43
0.228,10.8,2023-06-30,13.69,高瓜(2),9.43
